train_loss,epoch,created_at,val_loss_lr,val_acc_lr,val_loss_hr,val_acc_hr
1.7439236640930176,0,2020-02-07 12:23:09.993365,,,,
,0,2020-02-07 12:23:45.485439,1.0764718055725098,0.7263157963752747,2.0714633464813232,0.5023584961891174
0.25913679599761963,0,2020-02-07 12:23:47.452808,,,,
,0,2020-02-07 12:24:42.248894,0.3826722502708435,0.8763158321380615,1.4321873188018799,0.5613207817077637
0.06701299548149109,0,2020-02-07 12:24:47.658591,,,,
,0,2020-02-07 12:25:57.876394,0.40985792875289917,0.9052631855010986,0.8146213293075562,0.625
0.350475549697876,0,2020-02-07 12:26:03.450464,,,,
,0,2020-02-07 12:27:16.079722,0.4260879158973694,0.878947377204895,1.0119280815124512,0.6650943756103516
0.28984928131103516,0,2020-02-07 12:27:21.537903,,,,
,0,2020-02-07 12:28:31.272420,0.5098254084587097,0.8526316285133362,1.4685817956924438,0.5589622855186462
0.1673225611448288,0,2020-02-07 12:28:36.729610,,,,
,0,2020-02-07 12:29:46.685728,0.4975600242614746,0.8526316285133362,1.7318016290664673,0.5283018946647644
0.040030717849731445,0,2020-02-07 12:29:52.179180,,,,
,0,2020-02-07 12:31:02.462753,0.2827261686325073,0.9052631855010986,0.8401513695716858,0.6603773832321167
0.7118471264839172,0,2020-02-07 12:31:08.011141,,,,
,0,2020-02-07 12:32:21.324206,0.3132401704788208,0.8947368860244751,0.6558442115783691,0.7146226763725281
0.10163456946611404,0,2020-02-07 12:32:27.151374,,,,
,0,2020-02-07 12:33:37.976125,0.30681896209716797,0.8947368860244751,0.8046138882637024,0.7028301954269409
0.03935221955180168,0,2020-02-07 12:33:43.500053,,,,
,0,2020-02-07 12:34:56.528112,0.31103265285491943,0.8894737362861633,0.6525357961654663,0.7688679099082947
0.2776539921760559,0,2020-02-07 12:35:01.948347,,,,
,0,2020-02-07 12:36:14.221209,0.2556280195713043,0.9131579399108887,0.9418773651123047,0.650943398475647
0.06325536966323853,0,2020-02-07 12:36:20.176624,,,,
,0,2020-02-07 12:37:33.729064,0.2714676260948181,0.9105263352394104,1.1580753326416016,0.6108490824699402
0.508061945438385,0,2020-02-07 12:37:39.400659,,,,
,0,2020-02-07 12:38:52.559409,0.3513958752155304,0.8631579279899597,1.460452675819397,0.5283018946647644
0.3418389856815338,0,2020-02-07 12:38:58.037768,,,,
,0,2020-02-07 12:40:08.810148,0.380189448595047,0.865789532661438,1.0940345525741577,0.5306603908538818
0.32554715871810913,0,2020-02-07 12:40:14.322313,,,,
,0,2020-02-07 12:41:25.586110,0.4281088411808014,0.865789532661438,1.180422306060791,0.5165094137191772
0.5864896774291992,0,2020-02-07 12:41:31.069131,,,,
,0,2020-02-07 12:42:42.486204,1.042331337928772,0.5605263113975525,0.7864382863044739,0.5212264060974121
0.33735793828964233,0,2020-02-07 12:42:48.045646,,,,
,0,2020-02-07 12:43:59.725249,0.3889889419078827,0.8236842751502991,0.9814061522483826,0.5495283007621765
0.14583154022693634,0,2020-02-07 12:44:05.150115,,,,
,0,2020-02-07 12:45:15.732726,0.434893935918808,0.7868421673774719,0.915286660194397,0.6061320900917053
0.1244777962565422,0,2020-02-07 12:45:21.263616,,,,
,0,2020-02-07 12:46:31.654885,0.3588694632053375,0.8842105865478516,0.7617458701133728,0.7358490824699402
0.25893646478652954,0,2020-02-07 12:46:37.547388,,,,
,0,2020-02-07 12:47:49.479158,0.6737706661224365,0.6500000357627869,0.41603294014930725,0.8396226763725281
0.19910499453544617,0,2020-02-07 12:47:54.899152,,,,
,0,2020-02-07 12:49:05.673314,0.45276743173599243,0.8631579279899597,0.793766975402832,0.7075471878051758
0.26123183965682983,0,2020-02-07 12:49:11.770359,,,,
,0,2020-02-07 12:50:22.690854,0.36848241090774536,0.8842105865478516,0.43146148324012756,0.8679245710372925
0.34339678287506104,0,2020-02-07 12:50:28.117558,,,,
,0,2020-02-07 12:51:39.515826,0.3381154239177704,0.8842105865478516,0.35598140954971313,0.8844339847564697
0.1578858345746994,0,2020-02-07 12:51:45.101419,,,,
,0,2020-02-07 12:52:59.951299,0.34744662046432495,0.8815789818763733,0.4381275177001953,0.8466981053352356
0.1702950894832611,0,2020-02-07 12:53:05.627408,,,,
,0,2020-02-07 12:54:20.341322,0.413346529006958,0.8736842274665833,0.4902830123901367,0.8419811725616455
0.08713398873806,0,2020-02-07 12:54:25.799928,,,,
,0,2020-02-07 12:55:41.878411,0.41980794072151184,0.8763158321380615,0.561609148979187,0.8419811725616455
0.2781778573989868,0,2020-02-07 12:55:47.271202,,,,
,0,2020-02-07 12:56:56.792004,0.38536345958709717,0.8868421316146851,0.3234958052635193,0.900943398475647
0.35937267541885376,0,2020-02-07 12:57:02.368932,,,,
,0,2020-02-07 12:58:17.122440,0.43574586510658264,0.8842105865478516,0.3485649824142456,0.8962264060974121
0.20331397652626038,0,2020-02-07 12:58:22.732677,,,,
,0,2020-02-07 12:59:34.029789,0.3849305510520935,0.8684210777282715,0.4645422101020813,0.8207547068595886
0.09578897804021835,0,2020-02-07 12:59:39.526018,,,,
,0,2020-02-07 13:00:50.747292,0.35013267397880554,0.8921052813529968,0.3875134587287903,0.8844339847564697
0.09530305862426758,0,2020-02-07 13:00:56.240942,,,,
,0,2020-02-07 13:02:08.117726,0.38371992111206055,0.8947368860244751,0.32199230790138245,0.8820754885673523
0.08319099247455597,0,2020-02-07 13:02:13.663695,,,,
,0,2020-02-07 13:03:24.594728,0.3247607946395874,0.8894737362861633,0.3621627688407898,0.8820754885673523
0.09137248247861862,0,2020-02-07 13:03:30.050706,,,,
,0,2020-02-07 13:04:40.779705,0.3354577124118805,0.8921052813529968,0.460788756608963,0.8466981053352356
0.2717306613922119,0,2020-02-07 13:04:46.198774,,,,
,0,2020-02-07 13:05:57.033387,0.37803375720977783,0.8868421316146851,0.4688926637172699,0.8396226763725281
0.03539001941680908,0,2020-02-07 13:06:02.705527,,,,
,0,2020-02-07 13:07:13.841689,0.3750971555709839,0.8500000238418579,0.5366966128349304,0.8419811725616455
0.171349436044693,0,2020-02-07 13:07:19.280159,,,,
,0,2020-02-07 13:08:31.224279,0.30922338366508484,0.8947368860244751,0.48271623253822327,0.7216981053352356
0.16730041801929474,0,2020-02-07 13:08:37.012774,,,,
,0,2020-02-07 13:09:46.935481,0.4280776381492615,0.8631579279899597,0.2974674701690674,0.875
0.2211967259645462,0,2020-02-07 13:09:52.363796,,,,
,0,2020-02-07 13:11:03.766255,0.3780518174171448,0.878947377204895,0.440508097410202,0.8561320900917053
0.030884645879268646,0,2020-02-07 13:11:10.546062,,,,
,0,2020-02-07 13:12:23.387795,0.3155072033405304,0.8763158321380615,0.5545287728309631,0.8207547068595886
0.041158128529787064,0,2020-02-07 13:12:29.379257,,,,
,0,2020-02-07 13:13:43.704670,0.3231203258037567,0.8763158321380615,0.3668750524520874,0.865566074848175
0.3892063796520233,0,2020-02-07 13:13:49.886085,,,,
,0,2020-02-07 13:15:06.648781,0.3094756603240967,0.8736842274665833,0.3620357811450958,0.875
0.11910880357027054,0,2020-02-07 13:15:12.497179,,,,
,0,2020-02-07 13:16:26.148202,0.31880393624305725,0.8947368860244751,0.2989538013935089,0.8962264060974121
0.43347880244255066,0,2020-02-07 13:16:31.862373,,,,
,0,2020-02-07 13:17:46.590153,0.3722792863845825,0.8842105865478516,0.3348234295845032,0.8962264060974121
0.06933680176734924,0,2020-02-07 13:17:52.241438,,,,
,0,2020-02-07 13:19:05.691819,0.3651982843875885,0.8684210777282715,0.32673272490501404,0.917452871799469
0.08036172389984131,0,2020-02-07 13:19:11.194070,,,,
,0,2020-02-07 13:20:22.801785,0.32653066515922546,0.8842105865478516,0.29115238785743713,0.9103773832321167
0.3943212032318115,0,2020-02-07 13:20:28.333467,,,,
,0,2020-02-07 13:21:41.380204,0.3339419364929199,0.878947377204895,0.31197747588157654,0.8985849022865295
0.02485840581357479,0,2020-02-07 13:21:47.083565,,,,
,0,2020-02-07 13:23:01.343806,0.35331109166145325,0.8815789818763733,0.352969229221344,0.8844339847564697
0.09000049531459808,0,2020-02-07 13:23:07.064226,,,,
,0,2020-02-07 13:24:19.621776,0.4414578974246979,0.8710526823997498,0.35190898180007935,0.8820754885673523
0.35852253437042236,0,2020-02-07 13:24:25.301185,,,,
,0,2020-02-07 13:25:38.444551,0.6340669393539429,0.7605263590812683,0.341966837644577,0.8891509771347046
0.1818821281194687,0,2020-02-07 13:25:43.942127,,,,
,0,2020-02-07 13:26:57.699166,0.39818453788757324,0.8684210777282715,0.5077447295188904,0.849056601524353
0.36751610040664673,0,2020-02-07 13:27:03.324429,,,,
,0,2020-02-07 13:28:17.645741,0.3335910737514496,0.8894737362861633,0.303947776556015,0.8891509771347046
0.1086549460887909,0,2020-02-07 13:28:23.332967,,,,
,0,2020-02-07 13:29:37.810786,0.39786088466644287,0.8473684787750244,0.38519325852394104,0.8632075786590576
0.1064707487821579,0,2020-02-07 13:29:43.406206,,,,
,0,2020-02-07 13:30:56.331612,0.5444797873497009,0.7842105627059937,0.46659645438194275,0.8160377740859985
0.2427772432565689,0,2020-02-07 13:31:02.100229,,,,
,0,2020-02-07 13:32:15.059015,0.31339773535728455,0.8947368860244751,0.31011253595352173,0.8962264060974121
0.16606920957565308,0,2020-02-07 13:32:20.717649,,,,
,0,2020-02-07 13:33:33.337539,0.32465511560440063,0.8921052813529968,0.27547580003738403,0.9103773832321167
0.1780298948287964,0,2020-02-07 13:33:39.047773,,,,
,0,2020-02-07 13:34:51.931311,0.508682370185852,0.75789475440979,0.3370903730392456,0.8891509771347046
0.27692365646362305,0,2020-02-07 13:34:57.650935,,,,
,0,2020-02-07 13:36:10.337153,0.3494354486465454,0.8710526823997498,0.29507142305374146,0.8797169923782349
0.04877515882253647,0,2020-02-07 13:36:16.104724,,,,
,0,2020-02-07 13:37:29.057704,0.3436371088027954,0.8684210777282715,0.37329941987991333,0.8561320900917053
0.11161404848098755,0,2020-02-07 13:37:34.640912,,,,
,0,2020-02-07 13:38:48.556378,0.3198496401309967,0.8815789818763733,0.35139238834381104,0.865566074848175
0.5400485396385193,0,2020-02-07 13:38:54.012277,,,,
,0,2020-02-07 13:40:07.854184,0.3636783957481384,0.8736842274665833,0.3211929202079773,0.8867924809455872
0.05718507617712021,0,2020-02-07 13:40:13.635444,,,,
,0,2020-02-07 13:41:26.763608,0.3013463616371155,0.8815789818763733,0.37219974398612976,0.8867924809455872
0.05716410279273987,0,2020-02-07 13:41:32.231699,,,,
